id,question,reference_answer,student_answer,label
FF.Q10.SBJ45.L1.SA142,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",the terminal is connected to a positive battery terminal,0
FF.Q10.SBJ45.L1.SA143,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",...,4
FF.Q10.SBJ46.L1.SA152,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",positively charged,3
FF.Q10.SBJ46.L1.SA153,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",terminal connected to positive charge,1
FF.Q10.SBJ47.L1.SA169,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal","Because terminals 4, 5, and 6 are located closer to the positive terminal",1
FF.Q10.SBJ7.L1.SA138,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal","terminal 4, terminal 5, and terminal 6 are connected to the positive battery terminal",0
FF.Q10.SBJ8.L1.SA163,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",because they are connected to the positive terminal,0
FF.Q10.SBJ9.L1.SA135,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",They are connected to the positive battery terminal.,0
FF.Q10.SBJB10.L1.SA118,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",because they are connected to the positive end,2
FF.Q10.SBJB19.L1.SA123,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",because there is a closed circuit after bulb b,1
FF.Q10.SBJB2.L1.SA129,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",Because they are connected to the positive terminal.,0
FF.Q10.SBJB20.L1.SA130,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",They are not connected to the negative battery terminal.,0
FF.Q10.SBJB22.L1.SA129,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",they are connected to both positive and negative battery terminals,1
FF.Q10.SBJB24.L1.SA125,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",+ releases current - recieves it?,1
FF.Q10.SBJB25.L1.SA123,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal","Because they are in the positive terminal, and aren""t directly touching the negative terminal.",1
FF.Q10.SBJB26.L1.SA119,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal","Terminal 4, terminal 5 and terminal 6 are connected to the positive terminal.",0
FF.Q10.SBJB27.L1.SA118,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal","terminals 4, 5, and 6 are connected to the positive battery terminal",0
FF.Q10.SBJB28.L1.SA123,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal","They""re connected to a positive terminal",0
FF.Q10.SBJB29.L1.SA122,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",since there is a gap,2
FF.Q10.SBJB3.L1.SA137,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",They connect to the positive terminal,0
FF.Q10.SBJB32.L1.SA122,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",Because they all are receiving voltage from positive terminal.,1
FF.Q10.SBJB36.L1.SA118,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",because the broken bulb created a gap not allowing the current to flow through both.,2
FF.Q10.SBJB37.L1.SA118,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal","4, 5, and 6 are connected to the positive side",0
FF.Q10.SBJB38.L1.SA119,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",Because they are connected to the positive terminal of the battery.,0
FF.Q10.SBJB39.L1.SA120,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",Because they had voltage and were connected to the positive battery terminal.,0
FF.Q10.SBJB4.L1.SA119,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal","becasue the terminals 4,5, and 6 are connected to the positive terminal of the battery",0
FF.Q10.SBJB5.L1.SA128,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal","terminal 4, terminal 5, and terminal 6 are connected to the positive terminal of the battery.",0
FF.Q10.SBJB7.L1.SA118,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",Because they are connected to the positive battery terminal.,0
FF.Q10.SBJB9.L1.SA134,Why do you think the other terminals are being held in a different electrical state than that of the negative terminal?,"Terminals 4, 5 and 6 are not connected to the negative battery terminal",The A bulb is dead.,1
FF.Q11.SBJ10.L1.SA157,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal",because bulbs are connected to the negative terminal of the battery,0
FF.Q11.SBJ10.L1.SA158,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal",because they are connected,2
FF.Q11.SBJ11.L1.SA162,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal",they are connected only to the negative side of the battery.,0
FF.Q11.SBJ11.L1.SA163,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal",the terminals are on the same side as the negative side of the battery.,2
FF.Q11.SBJ11.L1.SA164,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal","there is a gap, so the terminals are connected to the negative side of the battery.",0
FF.Q11.SBJ11.L1.SA165,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal",the terminals are connedted to the negative terminal of the battery.,0
FF.Q11.SBJ12.L1.SA130,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal",The damaged bulb B has left a gap in the path so the charge can not reach it,2
FF.Q11.SBJ12.L1.SA132,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal",The gap seperates the positive and negative charges,2
FF.Q11.SBJ12.L1.SA133,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal",Terminals 3 and 4 are seperated,1
FF.Q11.SBJ13.L1.SA156,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal",because they all have a 0.00 v,1
FF.Q11.SBJ14.L1.SA155,Why do you think those terminals and the negative battery terminal are in the same state?,"Terminals 1, 2 and 3 are connected to the negative battery terminal",Because there is a gap due to a damaged bulb.,2
